Date,"img_urls",image,text,"Text_Predict","Image_Predict",Predict,data
"2021-05-01",,,"the afternoon admission gig at a warehouse in liverpool, northwest england, is one of a series of pilot events sponsored by the uk government and closely monitored by public health officials.   https://t.co/ybkikzlqxp",,,ENTERTAINMENT,"afternoon admission gig warehouse liverpool northwest england one series pilot event sponsored uk government closely monitored public health official"
"2021-05-01",,,"amount of people i've seen moanin about the pilot in liverpool. 'i can't even hug my family' is the main moan.  why cant you? who says? life is too short to be worrying about what may be. hug your family and friends, tell them how much you love them. don't be a sheep.",,,TRAVEL,"amount people seen moanin pilot liverpool even hug family main moan cant say life short worrying may hug family friend tell much love sheep"
"2021-05-01",,,"i have a ticket to the pilot gig in liverpool tomorrow and i'm still massively in 2 minds about whether to go. is it a terrible idea? i just can't comprehend the risk and haven't really found anything that tells me.",,,TRAVEL,"ticket pilot gig liverpool tomorrow still massively  mind whether go terrible idea comprehend risk really found anything tell"
"2021-05-01",,,"and more info about the pilots in liverpool - @fascinatorfun @zubhaque @chrischirp   https://t.co/8dfscyyc5u",,,TRAVEL,"info pilot liverpool fascinatorfun zubhaque chrischirp"
"2021-05-01",,,"fantastic to see #liverpool piloting events that will be key to the unlocking of events, well done liverpool for embracing and taking on the challenge, such an important pilot. @culturelpool @lpoolcouncil 👏🏾👏🏾",,,TRAVEL,"fantastic see liverpool piloting event key unlocking event well done liverpool embracing taking challenge important pilot culturelpool lpoolcouncil"
"2021-05-01",,,"@chloefids liverpool last night and tonight, it's a pilot event to see if we can expand live events again 🤞",,,ENTERTAINMENT,"chloefids liverpool last night tonight pilot event see expand live event"
"2021-05-01",,,"total stupidity. you can have a negative test result but still be a carrier. bring on the next wave.....see photos, footage and reaction from liverpool’s pilot club night for return to live events  https://t.co/m2i4n83da9 via @nme",,,WELLNESS,"total stupidity negative test result still carrier bring next wave see photo footage reaction liverpool pilot club night return live event via nme"
"2021-05-01",,,"whoever’s going to the pilot rave in liverpool today have the best time and ignore anybody else!! we’ve been stuck in for the past year and a half and deserve to move forward💃🏻💃🏻                                      i won’t lie i’m so so jealous",,,TRAVEL,"whoever going pilot rave liverpool today best time ignore anybody else stuck past year half deserve move forward lie jealous"
"2021-05-01",,,"#pilot | do you have questions about the events research programme? why liverpool has been chosen? what the scientists are actually looking for? you can read the full faqs and hear from our director of culture on our website 💭 👉  https://t.co/kwv4uacdjp  https://t.co/kipiujsxjl",,,SCIENCE,"pilot question event research programme liverpool chosen scientist actually looking read full faq hear director culture website"
"2021-05-01",,,"footage and photos of liverpool’s #covid19 pilot clubbing event has been shared online, showing what the return of live events could look like.   https://t.co/a38dvy2afh",,,SPORTS,"footage photo liverpool covid pilot clubbing event shared online showing return live event could look like"
"2021-05-01",,,"and some of the work published so far from liverpool community testing pilot, which imo is pioneering public health work with mpact on local communities and far wider.   should be applauded, not chastised.",,,IMPACT,"work published far liverpool community testing pilot imo pioneering public health work mpact local community far wider applauded chastised"
"2021-05-01",,,"@ellie_merton @stigabell tomorrow i am going to the pilot music gig in liverpool- i'm off to get tested shortly. i am glad to be helping the research to get things back to normal and will be testing myself every day afterwards 🙂",,,ENTERTAINMENT,"ellie_merton stigabell tomorrow going pilot music gig liverpool get tested shortly glad helping research get thing back normal testing every day afterwards"
"2021-05-01",,,"but surely we have to now start to look at how we start to get back to some forms of normality - the tools we have to fight the virus and the huge numbers now vaccinated make this possible. the public health experts in liverpool are managing these pilots closely with testing etc",,,WELLNESS,"surely start look start get back form normality tool fight virus huge number vaccinated make possible public health expert liverpool managing pilot closely testing etc"
"2021-05-01",,,"#events | we are delighted to be able to help get the events sector back up and running with the pilot event tomorrow with @frfestivals @lpoolcouncil + we know you will do us proud #liverpool! help us keep the park clean by taking your litter home with you when you visit. ♻️ 🚯  https://t.co/m68thktki1",,,IMPACT,"event delighted able help get event sector back running pilot event tomorrow frfestivals lpoolcouncil know u proud liverpool help u keep park clean taking litter home visit"
"2021-05-01","https://pbs.twimg.com/media/E0TMCweWUAUve8M.jpg",White,"#events | we are delighted to be able to help get the events sector back up and running with the pilot event tomorrow with @frfestivals @lpoolcouncil + we know you will do us proud #liverpool! help us keep the park clean by taking your litter home with you when you visit. ♻️ 🚯  https://t.co/m68thktki1",,,IMPACT,"event delighted able help get event sector back running pilot event tomorrow frfestivals lpoolcouncil know u proud liverpool help u keep park clean taking litter home visit"
"2021-05-01",,,"#e_radious see photos, footage and reaction from liverpool’s pilot club night for return to live events  https://t.co/tmbn3o7kpt  https://t.co/jkpqdksj8b",,,SPORTS,"e_radious see photo footage reaction liverpool pilot club night return live event"
"2021-05-01",,,"the pilot event in liverpool wasn’t anything to do with covid. it was to flush out all the horrible, snitchy karens &amp; jeffreys. the police have since gathered anyone who complained and shot them",,,"WORLD NEWS","pilot event liverpool anything covid flush horrible snitchy karen amp jeffreys police since gathered anyone complained shot"
"2021-05-01",,,"last night saw clubbing return to the uk for the first time in over a year – see footage, photos and reaction from the liverpool pilot event  https://t.co/x1v4clwxcz",,,ENTERTAINMENT,"last night saw clubbing return uk first time year see footage photo reaction liverpool pilot event"
"2021-05-01",,,"here’s another thread about that pilot event in liverpool i just mentioned.  i’ve liked so many of rufus’ tweets recently as honestly i find him to be one of the most balanced, level-headed people i’ve ever met here. this is worth stopping and thinking about whatever your view.",,,TRAVEL,"another thread pilot event liverpool mentioned liked many rufus tweet recently honestly find one balanced level headed people ever met worth stopping thinking whatever view"
"2021-05-01",,,"how else are we going to get back to normal without fully legal and carefully planned events like the liverpool club night rolling out as pilots? let the young people have some fun, fucking hell. squares.",,,"QUEER VOICES","else going get back normal without fully legal carefully planned event like liverpool club night rolling pilot let young people fun fucking hell square"
"2021-05-01",,,"► video: thousands of clubbers have ditched their masks and returned to the dancefloor at a uk government-backed rave in liverpool as part of a pilot scheme for reopening venues  https://t.co/1fwndtslh6  https://t.co/zyvqcyiojz",,,"WORLD NEWS","video thousand clubbers ditched mask returned dancefloor uk government backed rave liverpool part pilot scheme reopening venue"
"2021-05-01","https://pbs.twimg.com/media/E0S1n2UWYAM09x3.jpg","White Middle Eastern Latino_Hispanic","► video: thousands of clubbers have ditched their masks and returned to the dancefloor at a uk government-backed rave in liverpool as part of a pilot scheme for reopening venues  https://t.co/1fwndtslh6  https://t.co/zyvqcyiojz",,,"WORLD NEWS","video thousand clubbers ditched mask returned dancefloor uk government backed rave liverpool part pilot scheme reopening venue"
"2021-05-01",,,"proper buzzing seeing this like... 👌🏼👌🏼  circus nightclub in liverpool last night, as part of a government pilot which involves taking a covid test before and after the event, and in return, not being required to social distance... ⬇️ https://t.co/ugljsjrmcr",,,ENTERTAINMENT,"proper buzzing seeing like circus nightclub liverpool last night part government pilot involves taking covid test event return required social distance"
"2021-05-01",,,"the scenes at these pilot events in liverpool are amazing. i can’t wait to go and see blossoms tomorrow at sefton park 🎵 🍺",,,"GOOD NEWS","scene pilot event liverpool amazing wait go see blossom tomorrow sefton park"
"2021-05-01",,,"@drjawalsh @skepticalzebra @chrischirp mhra actually give exceptional use authorisation for each specific use and implementation of lfd testing in liverpool comm testing pilots.. 👍",,,BUSINESS,"drjawalsh skepticalzebra chrischirp mhra actually give exceptional use authorisation specific use implementation lfd testing liverpool comm testing pilot"
"2021-05-01",,,"i keep seeing clips of that pilot test event in liverpool and its so bizarre seeing that many people close together again",,,ENTERTAINMENT,"keep seeing clip pilot test event liverpool bizarre seeing many people close together"
"2021-05-01",,,"‘until the gates opened, and the first person walked on to the dancefloor, i didn’t know that the event was actually going to happen’  3,000 clubbers take part in liverpool covid pilot. full story via @guardian:  https://t.co/kk7yn5rosr",,,TRAVEL,"gate opened first person walked dancefloor know event actually going happen   clubbers take part liverpool covid pilot full story via guardian"
"2021-05-01",,,"@mimikebish1 @liverpool_event its a pilot event. and its bloody great to see kids enjoying themselves. stuck at home ""protecting the nhs"" which was totally unnecessary.",,,PARENTS,"mimikebish liverpool_event pilot event bloody great see kid enjoying stuck home protecting nh totally unnecessary"
"2021-05-01",,,"really great to see safe pilot events taking place in liverpool this weekend - we’ve got loads of great stuff to announce for this year and it’s nights like these that will help make sure we can do what we love! 👊",,,TRAVEL,"really great see safe pilot event taking place liverpool weekend got load great stuff announce year night like help make sure love"
"2021-05-01",,,"baffled by the negativity surrounding this nightclub pilot. liverpool public health have clearly got a well oiled machine, hardly anyone has covid anymore and everyone had negative tests. how big can the risk be? some people would be happy in lockdown for the rest of their lives.",,,WELLNESS,"baffled negativity surrounding nightclub pilot liverpool public health clearly got well oiled machine hardly anyone covid anymore everyone negative test big risk people would happy lockdown rest life"
"2021-05-01",,,"fantastic to see the pilot for the legal rave in liverpool. the government are bringing us out of this pandemic in a safe and orderly manner. the “normal” is just around the corner 👍",,,TRAVEL,"fantastic see pilot legal rave liverpool government bringing u pandemic safe orderly manner normal around corner"
"2021-05-01",,,"so, let me get this straight ..this is happening ( fantastic!!!!) but i still can't go to my local for a pint and a bowl of chips inside with 30 other customers?? clubbers return to the dancefloor in liverpool as 3,000 attend pilot event   https://t.co/gsebwotyk5",,,ENTERTAINMENT,"let get straight happening fantastic still go local pint bowl chip inside  customer clubbers return dancefloor liverpool   attend pilot event"
"2021-05-01",,,"the poor souls will probably be overwhelmed in 3 weeks time in liverpool and surrounding areas, due to the u.k. government’s pilot rave , unbelievable",,,WELLNESS,"poor soul probably overwhelmed  week time liverpool surrounding area due u k government pilot rave unbelievable"
"2021-05-01",,,"ok so were tests done there and then? fake test results bought?. am.assuming all these ppl now isolate for 10 days to make sure no spreading iccured? bet they arent all vaccinated? 6,000 clubbers in liverpool return to dancefloor for pilot rave  https://t.co/wvm3ximliu @mailonline",,,WELLNESS,"ok test done fake test result bought assuming ppl isolate  day make sure spreading iccured bet arent vaccinated   clubbers liverpool return dancefloor pilot rave mailonline"
"2021-05-01",,,"@skepticalzebra @chrischirp @gabrielscally @zubhaque there is strong qualitative data that attacks from academics decreased test uptake in liverpool community testing pilots, where low uptake esp in deprived communities, diminished impact on impact..  these things matter.  and language used here was more out of line than then.",,,EDUCATION,"skepticalzebra chrischirp gabrielscally zubhaque strong qualitative data attack academic decreased test uptake liverpool community testing pilot low uptake esp deprived community diminished impact impact thing matter language used line"
